id,Population,RuralPercentage,MedianIncome,CollegeDegreePercentage,Trust,BigfootSighting,TreeCoveragePercentage,NationalPark,county,state
567,27642.4525353261,0,76351.2702932177,51.3790878592303,48.5621187136282,0,33.6420651683265,0,illinois,calhoun
568,20016.3264631044,100,55029.4030782745,44.917290807308,39.0121699730813,0,30.940542086032,0,illinois,carroll
569,6560.61426599289,0,46378.4435098828,41.8858527526346,45.718879326501,0,21.5119827053643,0,illinois,cass
570,17248.0767154549,100,44361.4544832182,45.7354304113579,47.1613901203533,0,29.4550211049596,1,illinois,champaign
571,38029.8313187231,100,34698.3820588795,59.1530542425574,51.5847839484683,0,30.381146719701,0,illinois,christian
572,47887.2022585514,0,39241.2632741012,29.9677856387848,25,0,30.0113139334786,0,illinois,clark
573,21878.0557862151,0,35022.2115107373,51.0770065027515,40.8879993565804,0,33.8154542847089,0,illinois,clay
574,11537.2630825932,10,63425.7821177048,50.8223119064964,49.7304358980885,1,38.4256908620115,0,illinois,clinton
575,30084.0764112873,0,44527.8096092121,31.5182153358638,30.9463358378319,0,7.0438127298881,0,illinois,coles
576,39174.7501825238,100,56508.2987514274,20.0357487262611,25,0,28.5538516032018,0,illinois,cook
577,7439.46087888081,100,71804.1809294732,27.9127375827088,25,0,41.3088443156588,0,illinois,crawford
578,47072.1003237995,100,37955.167580875,41.1103587824948,37.8222998805383,0,19.4537893420081,0,illinois,cumberland
579,31218.5201710458,100,60394.3769286135,55.0557483757075,45.9428862485599,0,24.8535021269869,1,illinois,de kalb
580,30601.5039078579,0,31307.5424121872,54.8006821247165,48.3204093850453,0,25.5513584639703,0,illinois,de witt
581,23772.0010881975,0,40921.8717827184,58.3261213055821,58.9840450234327,0,23.7843367195472,0,illinois,douglas
582,41615.5258269827,100,58231.8005486874,38.395226678182,35.8935679349153,0,17.4482464389125,0,illinois,du page
583,48022.0712221903,110,29237.4037773174,24.1727467272342,25,1,38.0957885277469,0,illinois,edgar
584,46518.9099869023,110,25328.7098016075,36.7643532597454,37.8883540834699,1,46.3274265843814,0,illinois,edwards
585,23667.7076640133,100,74778.0534631573,45.5463255770803,43.4998413185485,0,36.143989963556,0,illinois,effingham
586,40331.1887200275,0,56789.5325804577,45.4066358041992,39.9291834930137,0,45.744653716573,0,illinois,fayette
587,26552.9530850353,110,55898.3298289983,14.6815146565111,25,1,36.310067888962,0,illinois,ford
588,7316.56157011258,0,54293.2802577762,50.7712266396447,55.9736015715378,0,23.9667135412343,0,illinois,franklin
589,44112.5164056342,100,78719.7081378345,45.3180215860126,36.9604857192015,0,29.8205145489095,1,illinois,fulton
590,10456.1537891555,0,34705.2430239738,28.1925832706959,26.2669919799687,0,25.4669411721517,0,illinois,gallatin
591,47770.2154753675,0,70062.2138894912,34.9218203484921,36.3604275387205,0,28.9926968406296,0,illinois,greene
592,17300.8694602067,100,51744.6617785671,45.5351827135582,48.758389612925,0,16.2567696885138,0,illinois,grundy
593,10573.0981901684,0,62731.0336434333,34.1346583389787,28.6520151080767,0,36.0838477476999,1,illinois,hamilton
594,43977.9288898822,100,53130.7384373623,24.4442116022367,25,0,33.1008932291161,0,illinois,hancock
595,45334.8239629067,100,59987.2902868999,43.5826589346069,38.6377419219283,0,21.6956000161753,0,illinois,hardin
596,9174.75941921174,100,75832.4954486756,50.4071939250447,41.6133073252996,0,20.1081220813678,1,illinois,henderson
597,38603.3444244949,0,61647.6401983407,45.6752681214643,36.2547596266995,0,32.6607238653533,0,illinois,henry
598,12195.8237891647,100,36851.6944418663,44.2848826446054,35.8761067340172,0,24.4852579545751,1,illinois,iroquois
599,29723.1222894412,10,45135.3500819261,32.0999307425172,26.457369877392,1,27.2022636973076,0,illinois,jackson
600,25570.0753005974,0,45606.1600590513,64.1770137814438,54.9081421872854,0,26.3173975885166,0,illinois,jasper
601,47962.6062289229,0,38833.9952259772,29.0330882523229,25,0,25.2287160178356,1,illinois,jefferson
602,17923.0110330376,0,69111.5241409854,57.3582178035074,46.7595464977639,0,40.1661423183602,0,illinois,jersey
603,34284.3067272506,0,62520.6902089436,66.2459184560014,56.3737432627459,0,24.6439293372472,0,illinois,jo daviess
604,44398.6260028315,110,37316.2712439197,31.0561738552176,32.1285188862625,1,38.7279642035268,1,illinois,johnson
605,5347.93269583934,100,58012.214244121,43.5390814829651,40.1742829475598,0,16.6315004037566,0,illinois,kane
606,5378.5235516747,100,35507.1804193873,22.0374189924235,25,0,39.2431071378958,1,illinois,kankakee
607,29166.9107803518,110,41382.2020706975,22.3923576221745,25,1,41.6896765371444,1,illinois,kendall
608,45819.8502699781,100,31171.9212366182,61.6789394152013,51.5220764507442,0,11.6927983509618,0,illinois,knox
609,37772.5656286205,100,76219.0997310163,27.1585245318833,25.3470729307611,0,25.7554473457716,1,illinois,lake
610,31287.1844636691,0,60894.5495284865,45.4327397221959,43.5733570857364,0,42.8617109906856,1,illinois,la salle
611,6193.33682315044,100,40783.3940937944,34.489549044098,32.7398206654723,0,39.1001188725187,0,illinois,lawrence
612,37495.8496849645,0,48036.0383810953,39.1021188242012,29.856178351224,0,34.7127988660776,0,illinois,lee
613,27666.9995675774,10,32158.3026163684,32.6034877033762,30.0578728431785,1,44.7865918608981,0,illinois,livingston
614,46890.9748132538,110,58409.5957413851,41.0188987703252,48.66960389226,1,40.6557301106929,0,illinois,logan
615,44394.6414111204,100,54281.4207425816,50.2855554068115,48.7257438334501,0,32.1857298114422,0,illinois,mcdonough
616,34994.1093929728,0,75790.5639078641,50.722229603155,49.897516067521,0,18.7145907771854,1,illinois,mchenry
617,21699.0830906889,110,34468.9737411814,35.4671546797885,27.1642397254217,1,54.980218090473,1,illinois,mclean
618,35926.5522989367,10,28905.0021283474,42.3517991114986,34.9099605334915,1,47.368632365146,0,illinois,macon
619,22830.0286786701,0,76083.4288412088,31.5473646062645,28.4548207084971,0,23.5175500623925,0,illinois,macoupin
620,45200.5963199685,0,60603.9205299698,48.474008608306,37.9768423313817,0,26.869465556242,1,illinois,madison
621,9587.82451229493,10,53596.6155168945,16.9316529313059,25,1,41.270434475662,0,illinois,marion
622,29126.6158602337,100,54619.4962731293,46.1203027238978,46.3731687949673,0,24.2227025286986,0,illinois,marshall
623,7304.07385667421,0,64109.3329617089,47.9200309780828,44.4424472121828,0,10.1193496407947,0,illinois,mason
624,26773.8618387172,0,58464.7453288395,51.2950199297405,45.1152431834882,0,26.4978830716382,1,illinois,massac
625,38439.87029094,100,57273.9261810531,30.267889346022,25,0,33.2569843377805,1,illinois,menard
626,48901.8914917691,10,50869.8791479449,33.2259652399098,28.6692387738627,1,33.6675606414553,0,illinois,mercer
627,8278.60405455464,100,56381.8061347521,38.900230628603,34.763642086494,0,18.3818540337661,0,illinois,monroe
628,43173.7446721191,110,37877.4215265816,36.7418114785881,40.2967494502151,1,43.4108596180969,1,illinois,montgomery
629,38977.6047439336,110,47384.7263150913,23.817153857774,25,1,54.9290472356967,0,illinois,morgan
630,44142.9097982475,100,48667.3205020794,43.4324923447395,34.2653487731415,0,11.7195650002811,0,illinois,moultrie
631,35535.3460570002,0,59878.5928309177,59.4787318833916,57.2603100185762,0,24.8082925509669,0,illinois,ogle
632,34442.6508652366,10,29872.4480244387,50.1214497829334,42.5787110777758,1,18.4206053022449,0,illinois,peoria
633,5301.32324636483,100,32980.3467616842,28.7947645245339,25,0,34.1782307715434,0,illinois,perry
634,31642.9991428367,0,70286.0928017196,44.0753623247461,34.776974866381,0,8.48187306127288,1,illinois,piatt
635,37826.7081817679,100,52985.1636472746,54.8977269507847,50.9955907842204,0,35.0590704113027,0,illinois,pike
636,18635.6658841749,0,61168.5805599847,36.0187871473004,35.8937678122289,0,34.2549209267715,0,illinois,pope
637,25696.2623618919,110,30858.6895096188,31.9806628491511,30.5926832909116,1,38.9211557687653,1,illinois,pulaski
638,25629.0616115898,0,57615.7713792703,49.3526019086796,43.2629750089861,0,39.6519888991494,0,illinois,putnam
639,36560.0079051682,0,38716.3309458106,27.0354336917821,25.3288655904311,0,42.0028327418929,0,illinois,randolph
640,5999.29530477486,100,67551.2037488779,42.4166482916659,40.9443998446949,0,36.0019886360749,1,illinois,richland
641,20385.8495465107,0,41693.9816242727,47.4268643615108,39.4442643894033,0,38.8389271325994,1,illinois,rock island
642,24368.9126694911,100,30639.33643003,53.0032587668633,45.4061782297607,0,21.8362568910516,0,illinois,st clair
643,9679.09314564994,0,33830.0114591582,49.9344484229135,45.0392194039797,0,40.9819414133694,0,illinois,saline
644,42980.8029510537,0,60742.3255558712,49.5680467238664,49.7769469811695,0,20.0631708147732,1,illinois,sangamon
645,26965.1341963897,10,58681.3175272836,40.1389207208081,36.4706938999641,1,49.4357438840131,0,illinois,schuyler
646,19628.2862994733,100,49291.3013979414,51.848912805459,41.9473421894897,0,29.1226409811738,0,illinois,scott
647,49098.1433321352,0,31834.9268707926,39.7125177580885,36.2571097489131,0,44.8522136670344,0,illinois,shelby
648,29228.4142188273,100,79399.4592251384,26.159685633625,25.8168880998607,0,35.7834836627896,0,illinois,stark
649,13999.234830323,10,57299.6438518186,45.0766551185165,44.7445368181735,1,40.2550152742258,0,illinois,stephenson
650,27782.3826626087,110,41573.2864554791,42.2867909324004,39.3225566873977,1,44.392393579115,1,illinois,tazewell
651,14345.4720499649,100,40020.6331988603,61.7273727625351,53.3677398924668,0,41.7931563764683,1,illinois,union
652,21091.698504723,0,76851.650906608,38.0176463803793,36.8748146230146,0,17.163376625184,1,illinois,vermilion
653,30678.9753522874,100,64982.9919648311,56.6446668486402,54.4915436198478,0,47.4872236476405,0,illinois,wabash
654,44453.6363155365,100,60330.185266414,44.260488283216,41.5726704037761,0,26.5767185837157,1,illinois,warren
655,41573.6987608694,100,37922.1075989951,57.7424739048606,56.5971047620448,0,34.48571223162,0,illinois,washington
656,40120.6410140988,10,66672.20359488,54.2531675858411,50.1753051038324,1,21.7366443620577,0,illinois,wayne
657,22954.9717156818,10,57678.8732875223,37.4478840114971,29.2337094621624,1,37.31169186848,0,illinois,white
658,41095.2603454522,0,32364.7758664164,34.250627181924,34.145746607932,0,27.1451881767567,0,illinois,whiteside
659,45269.1000814416,110,66117.296999233,34.6840478516664,34.3126936846235,1,50.2316597025411,0,illinois,will
660,42034.5982589413,100,54989.1126254692,42.3069528544167,38.2709147805371,0,25.2069123016744,1,illinois,williamson
661,46187.4940537168,0,71002.1432947584,54.9300292671655,48.4468660148416,0,39.790633884554,1,illinois,winnebago
662,10381.8196369704,10,47866.7265705007,23.0150706610831,25,1,48.3633660747178,1,illinois,woodford
663,14565.7599525252,0,59679.0222420126,47.0628651595268,35.5338200039933,0,19.3451005800576,0,indiana,adams
664,36889.0834812797,100,48496.1487435206,58.1873218146212,55.6563378359254,0,47.9361920823269,0,indiana,allen
665,37711.1058723819,110,31605.728292367,39.789185208062,38.6667848892691,1,24.5958494892222,0,indiana,bartholomew
666,29793.4826848358,0,31736.100327743,53.402604421311,47.6694751711115,0,13.9541730350796,1,indiana,benton
667,9878.24711152011,0,31134.0369135437,46.4236244709216,42.490667333537,0,54.6512599290116,0,indiana,blackford
668,33651.5689694174,100,61214.434681011,44.2542339147855,40.9720359565606,0,19.0975558556971,0,indiana,boone
669,7470.65391636884,100,61676.5005617927,34.9239129608618,33.0037213743642,0,26.2772469482396,1,indiana,brown
670,15558.6363375709,100,59706.447281878,40.3003149274596,37.9016197365405,0,24.0832848177402,1,indiana,carroll
671,23928.0606959875,100,34019.7246478642,37.6508010864922,36.3591570280441,0,27.318601900977,0,indiana,cass
672,48803.8550546842,10,44952.6917794206,26.6959608927973,25,1,36.9757571026902,0,indiana,clark
673,47980.4258179516,100,40513.5730649999,40.2773945215526,32.2802131418157,0,37.5562341276708,1,indiana,clay
674,21881.5701478622,0,33784.5949153499,28.1825383052222,30.4917375140724,0,30.3372227377904,0,indiana,clinton
675,22558.4727528643,100,65011.3110071348,44.250894484113,39.8178906294236,0,29.8769028154566,0,indiana,crawford
676,36068.6347407103,0,47399.9620940649,29.3923024455824,28.0415256909713,0,29.037989446809,0,indiana,daviess
677,15171.8499655347,10,50612.6204471053,44.462080619405,45.330711562679,1,40.0033902884301,0,indiana,dearborn
678,21022.2883319542,100,68384.309942021,30.8484650524733,28.549257644745,0,28.898520414524,0,indiana,decatur
679,18937.1870267693,0,45438.6470360832,41.2104343525564,37.544230674861,0,36.5769942065572,0,indiana,de kalb
680,28565.5461975566,100,65997.359620764,27.8919170230887,25,0,29.1489689426295,0,indiana,delaware
681,7910.82644986844,0,46526.0105755915,48.6907779580217,40.5031153750485,0,36.983993092132,0,indiana,dubois
682,42257.7898007627,0,45188.9644826292,35.2161395964477,37.6636461249608,0,29.694580827081,0,indiana,elkhart
683,40537.3233366794,100,37503.4861050878,56.5436577774933,55.968107790282,0,38.2980815010739,0,indiana,fayette
684,47460.0199052679,10,32653.01348499,59.4506118581141,50.8557858148212,1,47.0900468434441,0,indiana,floyd
685,26075.4602948845,10,53412.3807232229,24.1185023565046,25,1,30.3948716714491,0,indiana,fountain
686,17333.5385823351,0,46653.4106927377,47.6750351008754,41.146999711363,0,18.5788046590149,0,indiana,franklin
687,35088.5964378602,0,34950.4810407151,32.3419786359684,29.499536578546,0,14.6817798521194,0,indiana,fulton
688,18448.592720396,100,49113.2046278028,39.1435833929861,30.1448649778184,0,18.2925464602399,1,indiana,gibson
689,14052.9936237426,0,69027.0316179414,26.530038421678,28.6571981991268,0,0,0,indiana,grant
690,34566.9066623789,110,22849.9155276127,37.857231495286,31.8809489499848,1,56.7830264147817,1,indiana,greene
691,21455.4785801121,100,46841.2568191563,48.8662835225824,49.2089920731732,0,40.1774018726451,0,indiana,hamilton
692,15839.18987795,0,46801.4972863519,50.0735673771575,45.6045612320554,0,21.5251028763138,0,indiana,hancock
693,15254.1175327865,110,63865.4985758252,61.4708051825716,60.7792219180368,1,34.728074294161,0,indiana,harrison
694,34400.4811518835,10,44067.6124927041,27.2462683397432,25.0996206933134,1,58.7103881982921,0,indiana,hendricks
695,14473.5352831135,100,32821.9351406345,44.8634807882166,48.983019785072,0,14.1078536364432,0,indiana,henry
696,38712.8391019874,110,57519.8919515852,29.6127684517229,29.1395735879291,1,39.7802624250833,0,indiana,howard
697,45396.5792831607,100,53811.7427697955,39.2596940226765,28.2672768782167,0,16.1822151720896,0,indiana,huntington
698,8644.68291974968,100,68096.9945829398,43.742681666101,39.3249280791987,0,34.3470257414685,0,indiana,jackson
699,19535.5670362473,100,61912.5880890847,35.9831842317095,30.7668362758065,0,45.3774967628795,1,indiana,jasper
700,22515.8260067992,0,76557.2162202889,47.5329901870296,43.0265340332962,0,37.1853871766425,0,indiana,jay
701,44881.7667166691,0,30138.2683029351,32.291900356076,25.3264425584453,0,34.4842058456059,0,indiana,jefferson
702,17533.7303440857,0,32861.0613985951,30.7772970371199,25,0,21.7668962589808,0,indiana,jennings
703,20888.9671824837,100,66336.1866489306,54.5397264286588,47.4798716027774,0,44.1580437260754,0,indiana,johnson
704,5229.16799748159,100,33628.4641889089,52.3940330671473,39.5142082169354,0,31.4937031444129,0,indiana,knox
705,33708.3079787394,0,53714.0360324922,63.0117736413001,52.6131583957394,0,41.8912303684703,0,indiana,kosciusko
706,17902.2974454496,0,69756.9035369094,33.7620051684105,25,0,36.5307528739067,1,indiana,lagrange
707,21429.0231617181,100,49378.69575635,44.1925260152222,45.0777659644679,0,26.2493110963048,0,indiana,lake
708,42832.2855966385,0,66819.13408312,25.0923618405065,25,0,34.8255656549906,1,indiana,la porte
709,42859.5464593294,10,23514.1560030821,50.0231371756878,45.3791402332556,1,40.1623996912508,0,indiana,lawrence
710,19604.6632827959,100,61992.4237984068,52.4975815531994,42.5960774731586,0,36.2253619951952,1,indiana,madison
711,16453.8603693752,0,78055.8017846758,53.4920436707841,42.9641964970519,0,9.37742503605606,0,indiana,marion
712,18093.5727412058,0,40063.1838582597,35.9798444202999,34.5166538788102,0,25.9545587557019,1,indiana,marshall
713,36380.3734422146,0,61568.6071892362,63.4632020094859,64.4737067227641,0,16.4783016400442,0,indiana,martin
714,11334.4984113527,0,65971.881118676,34.4578912845368,28.1901396836952,0,33.7399817349451,0,indiana,miami
715,15672.0946492038,0,62054.5252503443,62.9821820414495,59.9467133343812,0,19.214846447812,1,indiana,monroe
716,13368.8563244628,0,65764.9609128241,45.4830759783572,39.2760721066143,0,18.2185515861264,0,indiana,montgomery
717,49077.8430932434,0,35264.0186341585,51.2098902524417,45.9923406032279,0,25.4247658672728,0,indiana,morgan
718,5675.10918926495,100,49163.598430751,41.2590899982341,38.8986489338001,0,23.1847602032731,0,indiana,newton
719,22681.0049825323,100,71751.2617279751,40.9257091224487,37.9535070781073,0,24.8471336910233,0,indiana,noble
720,31236.2901894297,100,39860.8928670798,39.6374789846791,35.6946180660853,0,32.9841402976286,1,indiana,ohio
721,30859.85512507,0,78418.6326784652,47.2989174978559,47.6363351492162,0,29.3761510541359,1,indiana,orange
722,8213.88423894909,0,75533.8368906483,24.855331501682,25,0,32.3556964221055,0,indiana,owen
723,12109.639959139,100,52513.8042661868,45.7107523216647,43.2880093370352,0,17.9102369113096,0,indiana,parke
724,47078.9827561376,100,72685.1080205214,37.7939593516841,35.7176645838498,0,33.2378179842594,0,indiana,perry
725,25676.6318595526,100,35856.9558982974,44.3384774938822,41.5063083738471,0,22.9518268012062,0,indiana,pike
726,24748.0404476645,10,44304.0772165748,33.3565568132013,30.3133228795941,1,38.9169708907408,1,indiana,porter
727,6759.20870120601,0,67714.1653966874,50.6493206272653,49.6834786528998,0,19.4831866853834,0,indiana,posey
728,32253.82123388,10,51152.6652610334,22.7143858780591,25,1,43.1982030696469,0,indiana,pulaski
729,9427.15600657556,0,70591.2864947501,48.534619894399,55.6269268779423,0,35.2542786219556,1,indiana,putnam
730,28158.91245878,110,38722.7174251057,27.5803644338434,27.4418010809157,1,41.1811503623374,0,indiana,randolph
731,18346.5459816919,100,78732.3726579553,48.8820875811363,47.7800737766236,0,31.0851716018429,1,indiana,ripley
732,23414.6023925179,100,57855.6354988559,55.0559772007924,46.082793474343,0,41.6123353932977,1,indiana,rush
733,37386.6823067182,100,34012.7573965601,49.3709176086254,49.6150090102631,0,35.4409633150231,0,indiana,st joseph
734,19404.073633946,0,44295.2287629318,47.9088890961961,52.0197366905616,0,38.7466599923413,1,indiana,scott
735,6609.86280605476,100,77907.6237989221,32.8842609355296,26.8805909506462,0,26.2590959802764,0,indiana,shelby
736,48392.8284281066,0,60685.8692383329,52.6489830030217,48.9373324518254,0,27.6911033652719,0,indiana,spencer
737,19298.1146632494,110,47473.8823936009,36.0620939077787,35.1619989052828,1,47.4042453056405,0,indiana,starke
738,6603.5334318088,100,62844.9720878135,59.7059048270861,60.3551016023753,0,31.5783288276702,1,indiana,steuben
739,39329.8994118724,10,59936.0926474237,38.7432184008106,36.4817693070786,1,43.8555808426476,1,indiana,sullivan
740,29828.035264512,100,67183.1239600456,25.5663071523433,25,0,50.9675392632377,0,indiana,switzerland
741,14811.2159822281,0,39871.80817616,39.4173748284232,38.7703262742846,0,39.6756083315832,0,indiana,tippecanoe
742,41842.910472944,0,44703.8973976898,33.2487030451299,25.3964204802652,0,36.781493527214,0,indiana,tipton
743,38774.893621111,61.8420596723461,52705.2097798906,35.949531184075,32.121567717018,1,62.4702532186388,1,indiana,union
744,16858.9266741887,100,32674.9193389262,22.5119690241925,25,0,21.0618027271479,0,indiana,vanderburgh
745,8269.68923717215,0,65484.4978850947,51.5232840850143,42.9698647428556,0,38.0303195273045,0,indiana,vermillion
746,11506.3751474648,100,52614.204234036,54.2209418899891,48.6566797380152,0,24.4508756991302,1,indiana,vigo
747,30386.5741465173,0,38636.8185286881,53.4761020475625,48.1779380512071,0,33.4783751562201,0,indiana,wabash
748,15549.6177254951,100,30392.2068484963,56.4499249144275,52.8201354866411,0,15.2791519808934,0,indiana,warren
749,24815.5314489544,100,42461.0468964699,41.7214286078226,41.8474718356876,0,18.9811115031879,0,indiana,warrick
750,31372.0994661255,0,57874.7019452043,54.9977844024789,48.5053495697805,0,40.6433972347611,0,indiana,washington
751,13160.6041520664,110,41155.6589063548,22.3000134490554,25,1,25.389749736343,0,indiana,wayne
752,33616.6254291893,0,38740.4555199417,32.5617665149495,36.3770105596957,0,17.1963546255845,1,indiana,wells
753,34412.4582520014,0,69171.7778127134,40.0205861284988,31.1973196206346,0,33.8129923806043,0,indiana,white
754,32945.5694887408,100,52481.8267938622,40.620150560654,37.2142478451805,0,24.5585600257051,1,indiana,whitley
755,8307.53622342382,110,32725.7998238129,17.1222427395405,25,1,30.2358917319263,0,iowa,adair
756,48314.3794517497,100,43518.3054461665,57.2561999884348,48.5669876253449,0,19.5967913776654,0,iowa,adams
757,35521.3830668351,0,75970.156891737,53.9440576562501,46.5219351278977,0,25.1502479690004,0,iowa,allamakee
758,6850.36380670706,110,46125.1951960917,50.5333465788757,45.7434279580157,1,49.5604767796576,0,iowa,appanoose
759,16271.372889485,0,57730.0522010061,33.3435721215565,32.6386296144709,0,26.9333464937269,0,iowa,audubon
760,43757.3377495097,0,36897.3834077562,36.5360464418638,35.1491013466146,0,37.4549850863537,1,iowa,benton
761,13405.6737173687,0,48529.9832629001,43.851399564024,44.865976507293,0,17.5981302574727,1,iowa,black hawk
762,6200.66019725435,100,47422.9516779282,43.9449685054239,41.911213037595,0,30.9452485398832,1,iowa,boone
763,44240.4788230917,100,73297.5923203659,35.4602692471457,32.5068427111074,0,31.5512440832212,1,iowa,bremer
764,23526.4650508271,100,55093.4207449266,57.5754578223727,49.8050714628191,0,31.2871865221635,0,iowa,buchanan
765,49090.5778360839,100,70017.9984672853,44.9076792729377,45.1964525626715,0,21.0840997951121,0,iowa,buena vista
766,12119.9104325557,0,34539.817009879,57.2728201489908,49.6990962005845,0,30.343084150452,0,iowa,butler
767,11768.7357597621,0,57547.5992656597,49.088112616892,43.4628848047458,0,37.6034162564657,1,iowa,calhoun
768,46942.267376765,100,50921.8224298941,50.8481855876369,51.4266840336925,0,29.8364630033473,0,iowa,carroll
769,25018.8102014495,100,36574.644860457,59.4106193391578,58.7421796954877,0,34.1254074702519,0,iowa,cass
770,46447.4570702795,110,67320.851454711,34.6804728903916,31.9845050531532,1,46.9926142097992,0,iowa,cedar
771,8370.44728561076,110,31510.8289069855,34.5209967289667,30.4863733976917,1,53.3716540509173,1,iowa,cerro gordo
772,6452.87118903997,100,58389.9748913289,50.0818413725418,44.4107647247982,0,29.3932916699812,0,iowa,cherokee
773,26537.7264393151,100,74609.3511141655,69.8340583829531,65,0,16.9493270207876,0,iowa,chickasaw
774,17079.9468004909,0,73114.18950462,49.1618480324371,43.4385082992185,0,38.478022944175,0,iowa,clarke
775,47483.4092598569,10,47669.4900284456,22.7555463389441,25,1,53.9672336849517,0,iowa,clay
776,35544.1707752956,100,59385.5538409729,56.8744207845416,47.8827736120412,0,30.026627643769,1,iowa,clayton
777,21097.1689521732,0,35885.7360966487,34.920807633297,34.8077888074424,0,20.6070340221103,1,iowa,clinton
778,47864.3558833387,0,38333.1994971205,43.0227451202093,39.5286204063307,0,16.356833716957,0,iowa,crawford
779,23966.4373662234,0,76818.7237895005,54.9751044132879,54.2552579459306,0,21.8586112701705,0,iowa,dallas
780,20478.9337371358,0,51620.8490475923,25.8192247215745,25,0,31.3248065118936,0,iowa,davis
781,27309.0019974056,100,56266.3481223854,26.841702074329,25,0,31.6497120076497,0,iowa,decatur
782,13264.7967974719,100,37970.4292579009,38.4890005991648,35.1233163605843,0,32.4665851483165,0,iowa,delaware
783,6317.26373526696,0,46190.6541671015,37.0830328110358,31.982821367801,0,28.125236951197,0,iowa,des moines
784,21950.3891643263,110,25727.8386710242,35.5726459722122,27.7024224761776,1,33.7576726406635,0,iowa,dickinson
785,25429.0375954031,0,36872.4692380654,40.6023347017592,35.6372310190246,0,16.646031568933,1,iowa,dubuque
786,7005.23969093885,100,48134.0702629073,72.6647045463067,65,0,39.0278196386549,0,iowa,emmet
787,34714.5646073444,110,30804.7537313682,58.2016147697176,54.237705842318,1,43.5626556100971,0,iowa,fayette
788,8292.98573676601,100,77201.7834367617,17.0401677565587,25,0,15.4805350397828,0,iowa,floyd
789,37977.3242935324,110,54250.0100938609,37.2424497271573,39.2182794028999,1,41.3531529773582,0,iowa,franklin
790,16153.3636018178,0,72919.4417886055,41.1805405537415,38.048035950851,0,29.4864798200367,0,iowa,fremont
791,12239.2520012002,100,73562.3633328112,51.2199521482323,43.9582071075068,0,39.831012478885,0,iowa,greene
792,40711.5666712636,100,66859.721608203,33.2374212360922,30.0525800297274,0,15.5005316920512,0,iowa,grundy
793,32637.2229648521,110,68196.4999024291,19.4622991036426,25,1,23.5655133896241,0,iowa,guthrie
794,20607.005356226,100,42796.5163492509,44.5149666224582,39.9148939246016,0,28.8993535940327,0,iowa,hamilton
795,45698.1203886287,100,31328.8357816082,58.3359364151775,52.2343063460928,0,38.5674301826041,0,iowa,hancock
796,17454.6820666785,0,42948.897128219,37.2225502281545,33.2067281977733,0,29.38616148983,1,iowa,hardin
797,49005.9368413425,10,50025.0725836596,32.2188307046731,25,1,27.1029523465443,0,iowa,harrison
798,26339.3788427796,100,70275.8212803631,25.0253203321967,25,0,37.5723867268534,0,iowa,henry
799,5327.09932313626,100,44400.6187886298,46.4644541073144,36.5843839822355,0,62.688405844091,0,iowa,howard
800,46779.1947574791,0,56117.5552325263,38.343959006459,33.6798729009679,0,17.5583103851983,1,iowa,humboldt
801,48478.8196379858,10,28784.9282915253,52.9498481054602,47.6851557493213,1,45.5922050586214,0,iowa,ida
802,43450.3523739755,100,40944.4467536058,56.1306779341989,53.4734922625282,0,33.5451061878428,0,iowa,iowa
803,39617.4380817098,110,49861.711262191,35.2636963760782,37.0289925481451,1,25.9442984195522,0,iowa,jackson
804,20130.5801612392,10,48841.9072348213,32.8077069203106,30.3230156205111,1,55.731386594686,0,iowa,jasper
805,10174.9814629386,0,37885.1955456544,63.1350441225255,57.3370973820733,0,25.9130880167809,1,iowa,jefferson
806,41315.2239649364,100,54618.1080206764,51.2849567979093,50.3835945507908,0,12.8336092810765,0,iowa,johnson
807,18838.0479961339,10,47914.1519562824,24.87308925502,25,1,32.3081374476186,0,iowa,jones
808,9801.42688840219,100,32616.1304151935,26.1357074073686,25,0,19.7113832582906,1,iowa,keokuk
809,15244.344772372,0,42332.9049750508,55.7499269632436,52.4358009983228,0,41.7511005171336,0,iowa,kossuth
810,9808.47034293748,0,41633.3552247354,44.860262688558,39.1893345306646,0,10.7526200429702,1,iowa,lee
811,28946.4537806329,10,40148.771834142,53.3093971183966,48.2386644206462,1,46.291485941006,1,iowa,linn
812,35455.3072262878,100,37995.3261699529,42.5455112718878,36.440438608732,0,42.1682453778974,0,iowa,louisa
813,9348.77174935536,100,68466.5149711793,57.6335593405012,52.124775431873,0,45.543671666788,1,iowa,lucas
814,20576.9913439901,0,47229.9746607192,52.9278728102189,45.2002466538754,0,18.3149180418984,1,iowa,lyon
815,32686.9341725408,100,54574.8993366022,55.5116682451088,47.981439161114,0,48.2537306346615,0,iowa,madison
816,22218.8293566568,0,79709.0738337284,26.5830837332479,28.0059402463547,0,45.3036001864984,0,iowa,mahaska
817,48527.91520315,100,66187.7562561537,33.6106072237037,38.9182079363188,0,41.4462429817987,0,iowa,marion
818,42447.9568489863,0,64031.214143158,36.3738740058585,39.0358065242448,0,37.5008424304958,0,iowa,marshall
819,31816.4713869486,0,44622.3503875651,59.0080348601274,52.0821535969095,0,13.5676296669426,1,iowa,mills
820,35862.974572229,110,51844.1376626269,47.5433599090622,50.1882035073495,1,36.4026265334987,1,iowa,mitchell
821,21225.0067851239,100,54875.1255132279,69.6155142145066,65,0,32.4160418480366,1,iowa,monona
